5;1.152;39.8059;82.1;0.2;2;2;2;1.5;1.5;5;5;5;5;5;5;4;8
10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10
15;2.251;28.381;49.5;0.2;2;2;2;2;1.5;5;5;5;5;5;5;14;14
20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;19
25;2.126;41.4638;77.6;0.2;2;2;2;2;2;5;5;5;5;5;5;26;22
30;2.315;34.2792;61.1;0.2;2;2;2.5;2;2;5;5;5;5;5;5;31;30
35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;33
40;4.1815;39.0889;67.45;0.2;1.75;2;2.25;2;1.75;5;5;5;5;5;5;45;36
45;6.799;32.4691;63.4;0.2;1;1;1.5;2;2;5;5;5;5;5;5;50;42
50;3.9765;46.7766;79.8;0.2;1.5;1.5;1.5;2;2;5;5;5;5;5;5;54;46
55;2.567;46.5347;86.7;0.2;1;1;1.5;2;2;5;5;5;5;5;5;60;47
60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
